	description	link	title	link_class	type
322	Income Statement/Consolidated Statement of Income and Expense, and Key Ratios of Rural and Cooperative Banking System	http://www.bsp.gov.ph/banking/pbs_archives/2009/49.xls	Income Statement and Key Ratios of Rural and Cooperative Banking System 2009	<type 'unicode'>	xls
323	Income Statement/Consolidated Statement of Income and Expense, and Key Ratios of Rural and Cooperative Banking System	http://www.bsp.gov.ph/banking/pbs_archives/2010/49.xls	Income Statement and Key Ratios of Rural and Cooperative Banking System 2010	<type 'unicode'>	xls
324	The dataset provide the total statistics on fishermen that are involve in the farming of tilapia. The extent or area of coverage is nationwide. The dataset was shared to the...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13610082.099764%2C1403622.1394923%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Total%20fishermen%20engaged%20in%20tilapia%20aquaculture%22%2C%22geoportal%3Afishermen_tilapia_aquaculture%22%2C1%2C%22TotalFishermenengagedTilapiaAquaculture%22%2C0%2Cnull%5D%5D%7D	Total fisherman engaged in tilapia aquaculture	<type 'unicode'>	1394923%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Total%20fishermen%20engaged%20in%20tilapia%20aquaculture%22%2C%22geoportal%3Afishermen_tilapia_aquaculture%22%2C1%2C%22TotalFishermenengagedTilapiaAquaculture%22%2C0%2Cnull%5D%5D%7D
325	The dataset provide the total statistics on fishermen that are involve in the farming of oyster, prawn. The extent or area of coverage is nationwide. The dataset was shared to...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13610082.099764%2C1403622.1394923%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Total%20fishermen%20engaged%20in%20oyster%20aquaculture%22%2C%22geoportal%3Afishermen_oyster_aquaculture%22%2C1%2C%22TotalFishermenengagedOysterAquaculture%22%2C0%2Cnull%5D%5D%7D	Total fisherman engaged in oyster aquaculture	<type 'unicode'>	1394923%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Total%20fishermen%20engaged%20in%20oyster%20aquaculture%22%2C%22geoportal%3Afishermen_oyster_aquaculture%22%2C1%2C%22TotalFishermenengagedOysterAquaculture%22%2C0%2Cnull%5D%5D%7D
326	Budget of Expenditures and Sources of Financing Maintenance and Other Operating Expenses Table B.3b 2013	http://data.insomnation.com/catalogue/storage/f/2013-12-13T07%3A24%3A05.569Z/dbm-besf-table-b-3b-2013.csv	Budget of Expenditures and Sources of Financing Table B.3b 2013	<type 'unicode'>	csv
327	The dataset provide the total statistics on fishermen that are involve in the farming of seaweed, tilapia and other aqua farm species. The extent or area of coverage is...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13610082.099764%2C1403622.1394923%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Total%20fishermen%20engaged%20in%20seaweed%20aquaculture%22%2C%22geoportal%3Afishermen_seaweed_aquaculture%22%2C1%2C%22TotalFishermenengagedinSeaweedAquaculture%22%2C0%2Cnull%5D%5D%7D	Total fisherman engaged in seaweed aquaculture	<type 'unicode'>	1394923%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Total%20fishermen%20engaged%20in%20seaweed%20aquaculture%22%2C%22geoportal%3Afishermen_seaweed_aquaculture%22%2C1%2C%22TotalFishermenengagedinSeaweedAquaculture%22%2C0%2Cnull%5D%5D%7D
328	Budget of Expenditures and Sources of Financing Maintenance and Other Operating Expenses Table B.3a 2013	http://data.insomnation.com/catalogue/storage/f/2013-12-13T07%3A15%3A43.808Z/dbm-besf-table-b-3a-2013.csv	Budget of Expenditures and Sources of Financing Table B.3a 2013	<type 'unicode'>	csv
329	The dataset provide the total statistics on fishermen that are involve in the farming of prawn, seaweed. The dataset was shared to the portal by the Department of Agriculture.	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13610082.099764%2C1403622.1394923%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Total%20fishermen%20engaged%20in%20prawn%20aquaculture%22%2C%22geoportal%3Afishermen_prawn_aquaculture%22%2C1%2C%22TotalFishermenengagedinPrawnAquaculture%22%2C0%2Cnull%5D%5D%7D	Total fisherman engaged in prawn aquaculture	<type 'unicode'>	1394923%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Total%20fishermen%20engaged%20in%20prawn%20aquaculture%22%2C%22geoportal%3Afishermen_prawn_aquaculture%22%2C1%2C%22TotalFishermenengagedinPrawnAquaculture%22%2C0%2Cnull%5D%5D%7D
330	The dataset provide the total statistics on fishermen that are involve in the farming of other aqua farm species. The extent or area of coverage is nationwide. The dataset was...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13610082.099764%2C1403622.1394923%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Total%20fishermen%20engaged%20in%20other%20species%20aquaculture%22%2C%22geoportal%3Afishermen_other_species_aquaculture%22%2C1%2C%22TotalFishermenengagedinOtherSpeciesAquaculture%22%2C0%2Cnull%5D%5D%7D	Total fisherman engaged in other species aquaculture	<type 'unicode'>	1394923%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Total%20fishermen%20engaged%20in%20other%20species%20aquaculture%22%2C%22geoportal%3Afishermen_other_species_aquaculture%22%2C1%2C%22TotalFishermenengagedinOtherSpeciesAquaculture%22%2C0%2Cnull%5D%5D%7D
331	Budget of Expenditures and Sources of Financing  Personnel (or Personal) Services, By Agency/Sub-Special Purpose Fund 2013	http://data.insomnation.com/catalogue/storage/f/2013-12-13T07%3A06%3A37.306Z/dbm-besf-table-b-2c-2013.csv	Budget of Expenditures and Sources of Financing Table B.2c 2013	<type 'unicode'>	csv
332	The dataset provide the total statistics on fishermen that are involve in the farming of mussel. The extent or area of coverage is nationwide. The dataset was shared to the...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13610082.099764%2C1403622.1394923%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Total%20fisherman%20engaged%20in%20mussel%20squaculture%22%2C%22geoportal%3Afishermen_mussel_aquaculture%22%2C1%2C%22TotalFishermanengagedinMusselAquaculture%22%2C0%2Cnull%5D%5D%7D	Total fisherman engaged in mussel aquaculture	<type 'unicode'>	1394923%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Total%20fisherman%20engaged%20in%20mussel%20squaculture%22%2C%22geoportal%3Afishermen_mussel_aquaculture%22%2C1%2C%22TotalFishermanengagedinMusselAquaculture%22%2C0%2Cnull%5D%5D%7D
333	The dataset provide the total statistics on fishermen that are involve in the farming of bangus. The extent or area of coverage is nationwide. The dataset was shared to the...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13610082.099764%2C1403622.1394923%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Total%20fisherman%20engaged%20in%20bangus%20aquaculture%22%2C%22geoportal%3Afishermen_bangus_aquaculture%22%2C1%2C%22TotalFishermanengagedinBangusAquaculture%22%2C0%2Cnull%5D%5D%7D	Total fisherman engaged in bangus aquaculture	<type 'unicode'>	1394923%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Total%20fisherman%20engaged%20in%20bangus%20aquaculture%22%2C%22geoportal%3Afishermen_bangus_aquaculture%22%2C1%2C%22TotalFishermanengagedinBangusAquaculture%22%2C0%2Cnull%5D%5D%7D
334	Budget of Expenditures and Sources of Financing Table Personnel (or Personal) Services, By Agency/Sub-Special Purpose Fund 2013	http://data.insomnation.com/catalogue/storage/f/2013-12-13T07%3A00%3A19.021Z/dbm-besf-table-b-2b-2013.csv	Budget of Expenditures and Sources of Financing  Table B.2b 2012	<type 'unicode'>	csv
335	The DA- Soil Type is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph). The extent or area of coverage is nationwide. The dataset was...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13610082.099764%2C1403622.1394923%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Soil%20type%22%2C%22geoportal%3Ada_soil%22%2C1%2C%22SoilType%22%2C0%2Cnull%5D%5D%7D	Soil Type	<type 'unicode'>	1394923%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Soil%20type%22%2C%22geoportal%3Ada_soil%22%2C1%2C%22SoilType%22%2C0%2Cnull%5D%5D%7D
336	Budget of Expenditures and Sources of Financing Table B.2a Personnel (or Personal) Services, By Agency/Sub-Special Purpose Fund 2013	http://data.insomnation.com/catalogue/storage/f/2013-12-13T06%3A48%3A08.975Z/dbm-besf-table-b-2a-2013.csv	Budget of Expenditures and Sources of Financing Table B.2a 2013	<type 'unicode'>	csv
337	"The dataset provide a male gender-based statistics on registered fishermen nationwide. The dataset was shared to the portal by the
   Department of Agriculture."	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13610082.099764%2C1403622.1394923%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Male%20registered%20fishermen%22%2C%22geoportal%3Aregisteredfishermen%22%2C1%2C%22MaleRegisteredFishermen%22%2C0%2Cnull%5D%5D%7D	Male registered fishermen	<type 'unicode'>	1394923%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Male%20registered%20fishermen%22%2C%22geoportal%3Aregisteredfishermen%22%2C1%2C%22MaleRegisteredFishermen%22%2C0%2Cnull%5D%5D%7D
338	The DA- Registered Farms is a fundamental dataset uploaded to the Philippine Geoportal System (www.geoportal.gov.ph). The dataset provide a male gender-based statistics on...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13610082.099764%2C1403622.1394923%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Male%20registered%20farmers%22%2C%22geoportal%3Aregisteredfarmers%22%2C1%2C%22MaleRegisteredFarmers%22%2C0%2Cnull%5D%5D%7D	Male registered farmers	<type 'unicode'>	1394923%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Male%20registered%20farmers%22%2C%22geoportal%3Aregisteredfarmers%22%2C1%2C%22MaleRegisteredFarmers%22%2C0%2Cnull%5D%5D%7D
339	"The DA- Registered Farm Laborers is a fundamental dataset uploaded to the Philippine Geoportal System
   (www.geoportal.gov.ph). The dataset provide a male gender-based..."	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13610082.099764%2C1403622.1394923%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Male%20registered%20farm%20laborers%22%2C%22geoportal%3Aregisteredfarmlaborers%22%2C1%2C%22MaleRegisteredFarmLaborers%22%2C0%2Cnull%5D%5D%7D	Male registered farm laborers	<type 'unicode'>	1394923%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Male%20registered%20farm%20laborers%22%2C%22geoportal%3Aregisteredfarmlaborers%22%2C1%2C%22MaleRegisteredFarmLaborers%22%2C0%2Cnull%5D%5D%7D
340	The dataset provide a male gender-based statistics on fishermen that are involve in the farming of tilapia. The extent or area of coverage is nationwide. The dataset was shared...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13610082.099764%2C1403622.1394923%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Male%20fishermen%20engaged%20in%20tilapia%20aquaculture%22%2C%22geoportal%3Afishermen_tilapia_aquaculture%22%2C1%2C%22MaleFishermenengagedTilapiaAquaculture%22%2C0%2Cnull%5D%5D%7D	Male fisherman engaged in tilapia aquaculture	<type 'unicode'>	1394923%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Male%20fishermen%20engaged%20in%20tilapia%20aquaculture%22%2C%22geoportal%3Afishermen_tilapia_aquaculture%22%2C1%2C%22MaleFishermenengagedTilapiaAquaculture%22%2C0%2Cnull%5D%5D%7D
341	Budget of Expenditures and Sources of Financing Table B.1 Expenditure Program, By Object	http://data.insomnation.com/catalogue/storage/f/2013-12-13T06%3A21%3A14.305Z/dbm-besf-table-b-1-2013.csv	Budget of Expenditures and Sources of Financing Table B.1 2013	<type 'unicode'>	csv
342	The dataset provide a male gender-based statistics on fishermen that are involve in the farming of oyster. The extent or area of coverage is nationwide. The dataset was shared...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13610082.099764%2C1403622.1394924%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Male%20fishermen%20engaged%20in%20oyster%20aquaculture%22%2C%22geoportal%3Afishermen_oyster_aquaculture%22%2C1%2C%22MaleFishermenengagedOysterAquaculture%22%2C0%2Cnull%5D%5D%7D	Male fisherman engaged in oyster aquaculture	<type 'unicode'>	1394924%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Male%20fishermen%20engaged%20in%20oyster%20aquaculture%22%2C%22geoportal%3Afishermen_oyster_aquaculture%22%2C1%2C%22MaleFishermenengagedOysterAquaculture%22%2C0%2Cnull%5D%5D%7D
343	The dataset provide a male gender-based statistics on fishermen that are involve in the farming of seaweed. The extent or area of coverage is nationwide. The dataset was shared...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13610082.099764%2C1403622.1394923%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Male%20fishermen%20engaged%20in%20seaweed%20aquaculture%22%2C%22geoportal%3Afishermen_seaweed_aquaculture%22%2C1%2C%22MaleFishermenengagedinSeaweedAquaculture%22%2C0%2Cnull%5D%5D%7D	Male fisherman engaged in seaweed aquaculture	<type 'unicode'>	1394923%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Male%20fishermen%20engaged%20in%20seaweed%20aquaculture%22%2C%22geoportal%3Afishermen_seaweed_aquaculture%22%2C1%2C%22MaleFishermenengagedinSeaweedAquaculture%22%2C0%2Cnull%5D%5D%7D
344	The dataset provide a male gender-based statistics on fishermen that are involve in the farming of prawn. The extent or area of coverage is nationwide. The dataset was shared to...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13610082.099764%2C1403622.1394923%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Male%20fishermen%20engaged%20in%20prawn%20aquaculture%22%2C%22geoportal%3Afishermen_prawn_aquaculture%22%2C1%2C%22MaleFishermenengagedinPrawnAquaculture%22%2C0%2Cnull%5D%5D%7D	Male fisherman engaged in prawn aquaculture	<type 'unicode'>	1394923%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Male%20fishermen%20engaged%20in%20prawn%20aquaculture%22%2C%22geoportal%3Afishermen_prawn_aquaculture%22%2C1%2C%22MaleFishermenengagedinPrawnAquaculture%22%2C0%2Cnull%5D%5D%7D
345	Approved National Budget for 2010	http://data.insomnation.com/catalogue/storage/f/2013-12-13T05%3A59%3A55.128Z/dbm-general-appropriations-act-automatic-appropriations-2010.csv	General Appropriations Act (Automatic Appropriations) 2010	<type 'unicode'>	csv
346	The dataset provide a male gender-based statistics on fishermen that are involve in the farming of other aqua farm species. The extent or area of coverage is nationwide. The...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13610082.099764%2C1403622.1394924%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Male%20fishermen%20engaged%20in%20other%20species%20aquaculture%22%2C%22geoportal%3Afishermen_other_species_aquaculture%22%2C1%2C%22MaleFishermenengagedinOtherSpeciesAquaculture%22%2C0%2Cnull%5D%5D%7D	Male fisherman engaged in other species aquaculture	<type 'unicode'>	1394924%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Male%20fishermen%20engaged%20in%20other%20species%20aquaculture%22%2C%22geoportal%3Afishermen_other_species_aquaculture%22%2C1%2C%22MaleFishermenengagedinOtherSpeciesAquaculture%22%2C0%2Cnull%5D%5D%7D
347	The dataset provide a male gender-based statistics on fishermen that are involve in the farming of mussel. The extent or area of coverage is nationwide. The dataset was shared...	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13625912.949269%2C1380471.0515235%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Male%20fisherman%20engaged%20in%20mussel%20aquaculture%22%2C%22geoportal%3Afishermen_mussel_aquaculture%22%2C1%2C%22MaleFishermanengagedinMusselAquaculture%22%2C0%2Cnull%5D%5D%7D	Male fisherman engaged in mussel aquaculture	<type 'unicode'>	0515235%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Male%20fisherman%20engaged%20in%20mussel%20aquaculture%22%2C%22geoportal%3Afishermen_mussel_aquaculture%22%2C1%2C%22MaleFishermanengagedinMusselAquaculture%22%2C0%2Cnull%5D%5D%7D
348	The dataset provide a gender-based statistics on fishermen that are involve in the farming of prawn. The extent or area of coverage is nationwide.	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13610082.099764%2C1403622.1394924%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Female%20fishermen%20engaged%20in%20prawn%20aquaculture%22%2C%22geoportal%3Afishermen_prawn_aquaculture%22%2C1%2C%22FemaleFishermenengagedinPrawnAquaculture%22%2C0%2Cnull%5D%5D%7D	Female fisherman engaged in prawn aquaculture	<type 'unicode'>	1394924%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Female%20fishermen%20engaged%20in%20prawn%20aquaculture%22%2C%22geoportal%3Afishermen_prawn_aquaculture%22%2C1%2C%22FemaleFishermenengagedinPrawnAquaculture%22%2C0%2Cnull%5D%5D%7D
349	The dataset provide a female gender-based statistics on fishermen that are involve in the farming of other aqua farm species. The extent or area of coverage is nationwide.	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13610082.099764%2C1403622.1394924%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Female%20fishermen%20engaged%20in%20other%20species%20aquaculture%22%2C%22geoportal%3Afishermen_other_species_aquaculture%22%2C1%2C%22FemaleFishermenengagedinOtherSpeciesAquaculture%22%2C0%2Cnull%5D%5D%7D	Female fisherman engaged in other species aquaculture	<type 'unicode'>	1394924%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Female%20fishermen%20engaged%20in%20other%20species%20aquaculture%22%2C%22geoportal%3Afishermen_other_species_aquaculture%22%2C1%2C%22FemaleFishermenengagedinOtherSpeciesAquaculture%22%2C0%2Cnull%5D%5D%7D
350	 The dataset provide a female gender-based statistics on fishermen that are involve in the farming of mussel. The extent or area of coverage is nationwide.	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13610082.099764%2C1403622.1394924%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Female%20fisherman%20engaged%20in%20mussel%20aquaculture%22%2C%22geoportal%3Afishermen_mussel_aquaculture%22%2C1%2C%22FemaleFishermanengagedinMusselAquaculture%22%2C0%2Cnull%5D%5D%7D	Female fisherman engaged in mussel aquaculture	<type 'unicode'>	1394924%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Female%20fisherman%20engaged%20in%20mussel%20aquaculture%22%2C%22geoportal%3Afishermen_mussel_aquaculture%22%2C1%2C%22FemaleFishermanengagedinMusselAquaculture%22%2C0%2Cnull%5D%5D%7D
351	The dataset provide a female gender-based statistics on registered farmers engaged in bangus aquaculture	http://www.geoportal.gov.ph/?p=%7B%22g%22%3A%5B13610082.099764%2C1403622.1394924%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Female%20fisherman%20engaged%20in%20bangus%20aquaculture%22%2C%22geoportal%3Afishermen_bangus_aquaculture%22%2C1%2C%22FemaleFishermanengagedinBangusAquaculture%22%2C0%2Cnull%5D%5D%7D	Female fisherman Engaged in Bangus Aquaculture	<type 'unicode'>	1394924%2C1%2C%22Philippine%20Geoportal%20Basemap%22%5D%2C%22l%22%3A%5B%5B%22Female%20fisherman%20engaged%20in%20bangus%20aquaculture%22%2C%22geoportal%3Afishermen_bangus_aquaculture%22%2C1%2C%22FemaleFishermanengagedinBangusAquaculture%22%2C0%2Cnull%5D%5D%7D
